INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0601', 'Hoang Tuan', 'M', TO_DATE('1969-11-10','YYYY-MM-DD'), '0385331868', 'Phuong 10, Quan 7, Hai Phong', TO_DATE('2020-06-14','YYYY-MM-DD'), 24832671.12, 'Director', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0737', 'Vu Phuc', 'M', TO_DATE('1983-03-28','YYYY-MM-DD'), '0353662790', 'Phuong 4, Quan 3, Ho Chi Minh', TO_DATE('2013-09-04','YYYY-MM-DD'), 17885250.01, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0738', 'Nguyen Trang', 'F', TO_DATE('1979-05-02','YYYY-MM-DD'), '0324578167', 'Phuong 2, Quan 7, Can Tho', TO_DATE('2021-12-13','YYYY-MM-DD'), 6005407.43, 'Cashier', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0739', 'Vu Trang', 'F', TO_DATE('1970-07-16','YYYY-MM-DD'), '0346503646', 'Phuong 9, Quan 3, Ho Chi Minh', TO_DATE('2025-03-10','YYYY-MM-DD'), 18855779.85, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0740', 'Dang Phuc', 'F', TO_DATE('2001-03-14','YYYY-MM-DD'), '0320267008', 'Phuong 4, Quan 4, Ha Noi', TO_DATE('2015-01-27','YYYY-MM-DD'), 19725502.35, 'HR', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0741', 'Huynh Nga', 'F', TO_DATE('1996-03-31','YYYY-MM-DD'), '0373424477', 'Phuong 12, Quan 11, Da Nang', TO_DATE('2011-11-24','YYYY-MM-DD'), 14144821.94, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0742', 'Vu Phuc', 'M', TO_DATE('1999-03-25','YYYY-MM-DD'), '0384481886', 'Phuong 19, Quan 9, Da Lat', TO_DATE('2013-09-24','YYYY-MM-DD'), 16549229.06, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0743', 'Nguyen Quynh', 'M', TO_DATE('1965-12-09','YYYY-MM-DD'), '0373351817', 'Phuong 4, Quan 7, Ho Chi Minh', TO_DATE('2016-09-17','YYYY-MM-DD'), 23557778.80, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0744', 'Dang Tu', 'F', TO_DATE('1982-03-13','YYYY-MM-DD'), '0397411705', 'Phuong 12, Quan 2, Da Lat', TO_DATE('2020-07-04','YYYY-MM-DD'), 25518289.15, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0745', 'Tran Chau', 'F', TO_DATE('1972-05-22','YYYY-MM-DD'), '0362090588', 'Phuong 13, Quan 2, Da Lat', TO_DATE('2014-06-15','YYYY-MM-DD'), 15992464.23, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0746', 'Vo Quynh', 'F', TO_DATE('1990-01-02','YYYY-MM-DD'), '0379872571', 'Phuong 1, Quan 10, Da Nang', TO_DATE('2011-09-29','YYYY-MM-DD'), 17671270.18, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0747', 'Tran Trang', 'F', TO_DATE('1986-12-01','YYYY-MM-DD'), '0350709193', 'Phuong 1, Quan 11, Ho Chi Minh', TO_DATE('2010-10-29','YYYY-MM-DD'), 19138116.91, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0748', 'Le Quynh', 'F', TO_DATE('1991-02-25','YYYY-MM-DD'), '0325580993', 'Phuong 12, Quan 9, Da Lat', TO_DATE('2019-09-14','YYYY-MM-DD'), 24813708.84, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0749', 'Pham Linh', 'M', TO_DATE('1998-11-25','YYYY-MM-DD'), '0352880108', 'Phuong 15, Quan 10, Da Lat', TO_DATE('2014-11-03','YYYY-MM-DD'), 16151304.92, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0750', 'Le Hai', 'F', TO_DATE('1996-10-15','YYYY-MM-DD'), '0344612646', 'Phuong 20, Quan 1, Ha Noi', TO_DATE('2013-11-14','YYYY-MM-DD'), 17587572.90, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0751', 'Hoang Chau', 'F', TO_DATE('1990-01-16','YYYY-MM-DD'), '0371489013', 'Phuong 4, Quan 1, Can Tho', TO_DATE('2022-08-19','YYYY-MM-DD'), 27711061.07, 'HR', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0752', 'Huynh Ha', 'F', TO_DATE('1987-11-25','YYYY-MM-DD'), '0908409535', 'Phuong 17, Quan 8, Da Nang', TO_DATE('2017-06-21','YYYY-MM-DD'), 20675035.81, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0753', 'Pham Hai', 'F', TO_DATE('1987-05-16','YYYY-MM-DD'), '0389715258', 'Phuong 19, Quan 9, Da Lat', TO_DATE('2019-08-26','YYYY-MM-DD'), 12793076.95, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0754', 'Hoang Minh', 'F', TO_DATE('2002-10-02','YYYY-MM-DD'), '0387280790', 'Phuong 13, Quan 1, Ha Noi', TO_DATE('2010-09-01','YYYY-MM-DD'), 16849436.64, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0755', 'Pham Hai', 'F', TO_DATE('1976-06-21','YYYY-MM-DD'), '0335958223', 'Phuong 14, Quan 2, Ho Chi Minh', TO_DATE('2020-11-30','YYYY-MM-DD'), 7111883.85, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0756', 'Huynh Khanh', 'F', TO_DATE('1980-04-25','YYYY-MM-DD'), '0386905374', 'Phuong 7, Quan 8, Da Lat', TO_DATE('2019-07-18','YYYY-MM-DD'), 24030053.86, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0757', 'Hoang Dung', 'F', TO_DATE('1968-10-23','YYYY-MM-DD'), '0393666065', 'Phuong 2, Quan 12, Ho Chi Minh', TO_DATE('2014-10-17','YYYY-MM-DD'), 24911023.31, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0758', 'Le Ngoc', 'F', TO_DATE('1993-02-17','YYYY-MM-DD'), '0334182195', 'Phuong 19, Quan 7, Nha Trang', TO_DATE('2020-07-20','YYYY-MM-DD'), 13581183.35, 'HR', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0759', 'Pham Khanh', 'M', TO_DATE('1992-07-23','YYYY-MM-DD'), '0386665717', 'Phuong 6, Quan 2, Da Lat', TO_DATE('2014-01-31','YYYY-MM-DD'), 25091503.52, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0760', 'Le Nga', 'F', TO_DATE('1970-09-09','YYYY-MM-DD'), '0356862566', 'Phuong 4, Quan 10, Can Tho', TO_DATE('2023-09-10','YYYY-MM-DD'), 14292698.28, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0761', 'Huynh Linh', 'M', TO_DATE('1994-05-01','YYYY-MM-DD'), '0908688406', 'Phuong 11, Quan 9, Da Nang', TO_DATE('2020-08-07','YYYY-MM-DD'), 23258303.03, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0762', 'Pham Thao', 'M', TO_DATE('1974-01-26','YYYY-MM-DD'), '0906352539', 'Phuong 8, Quan 12, Can Tho', TO_DATE('2021-05-07','YYYY-MM-DD'), 19306047.98, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0763', 'Huynh Minh', 'M', TO_DATE('2002-01-22','YYYY-MM-DD'), '0369449826', 'Phuong 1, Quan 9, Da Lat', TO_DATE('2012-08-12','YYYY-MM-DD'), 25263814.11, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0764', 'Huynh Chau', 'M', TO_DATE('1993-07-26','YYYY-MM-DD'), '0366401365', 'Phuong 8, Quan 7, Ha Noi', TO_DATE('2019-02-25','YYYY-MM-DD'), 29434541.09, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0765', 'Phan Ha', 'F', TO_DATE('1980-12-22','YYYY-MM-DD'), '0376686799', 'Phuong 1, Quan 3, Can Tho', TO_DATE('2021-05-04','YYYY-MM-DD'), 19512265.75, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0766', 'Le Minh', 'F', TO_DATE('1965-02-27','YYYY-MM-DD'), '0364625023', 'Phuong 17, Quan 6, Da Lat', TO_DATE('2010-03-17','YYYY-MM-DD'), 18493492.33, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0767', 'Le Dung', 'F', TO_DATE('1982-01-21','YYYY-MM-DD'), '0350859776', 'Phuong 6, Quan 3, Ha Noi', TO_DATE('2025-03-25','YYYY-MM-DD'), 17430860.54, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0768', 'Le Trang', 'F', TO_DATE('1995-09-19','YYYY-MM-DD'), '0345061804', 'Phuong 12, Quan 11, Ho Chi Minh', TO_DATE('2017-04-09','YYYY-MM-DD'), 14166112.40, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0769', 'Pham Phuc', 'F', TO_DATE('1988-05-10','YYYY-MM-DD'), '0339144905', 'Phuong 7, Quan 10, Can Tho', TO_DATE('2017-11-19','YYYY-MM-DD'), 23584165.71, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0770', 'Le Nga', 'F', TO_DATE('1968-03-19','YYYY-MM-DD'), '0348401363', 'Phuong 16, Quan 6, Ha Noi', TO_DATE('2022-06-08','YYYY-MM-DD'), 10037975.89, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0771', 'Vu Huy', 'M', TO_DATE('1974-07-02','YYYY-MM-DD'), '0324928402', 'Phuong 2, Quan 6, Da Nang', TO_DATE('2015-01-07','YYYY-MM-DD'), 25270728.53, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0772', 'Dang Binh', 'M', TO_DATE('1994-07-19','YYYY-MM-DD'), '0324515972', 'Phuong 14, Quan 4, Hai Phong', TO_DATE('2021-07-30','YYYY-MM-DD'), 10603577.16, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0773', 'Vu Ngoc', 'F', TO_DATE('1980-12-22','YYYY-MM-DD'), '0345439752', 'Phuong 2, Quan 5, Da Nang', TO_DATE('2024-05-27','YYYY-MM-DD'), 17716006.07, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0774', 'Le Phuc', 'M', TO_DATE('1999-10-15','YYYY-MM-DD'), '0903945834', 'Phuong 16, Quan 6, Ha Noi', TO_DATE('2020-04-10','YYYY-MM-DD'), 13123510.09, 'Accountant', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0775', 'Dang Trang', 'M', TO_DATE('1986-06-24','YYYY-MM-DD'), '0325451833', 'Phuong 1, Quan 10, Da Nang', TO_DATE('2021-05-18','YYYY-MM-DD'), 18000215.76, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0776', 'Pham Thao', 'M', TO_DATE('1992-01-27','YYYY-MM-DD'), '0903463442', 'Phuong 3, Quan 11, Hai Phong', TO_DATE('2015-12-23','YYYY-MM-DD'), 25671806.86, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0777', 'Huynh Chau', 'M', TO_DATE('1972-08-16','YYYY-MM-DD'), '0912447665', 'Phuong 16, Quan 4, Ha Noi', TO_DATE('2023-01-07','YYYY-MM-DD'), 24083739.19, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0778', 'Le Giang', 'M', TO_DATE('1982-01-03','YYYY-MM-DD'), '0320614823', 'Phuong 15, Quan 6, Hai Phong', TO_DATE('2010-02-21','YYYY-MM-DD'), 14062025.45, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0779', 'Phan Chau', 'F', TO_DATE('1982-11-28','YYYY-MM-DD'), '0379993295', 'Phuong 20, Quan 1, Nha Trang', TO_DATE('2021-06-22','YYYY-MM-DD'), 9636085.25, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0780', 'Hoang Anh', 'M', TO_DATE('1971-10-26','YYYY-MM-DD'), '0383424988', 'Phuong 17, Quan 1, Da Lat', TO_DATE('2023-09-13','YYYY-MM-DD'), 28835033.86, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0781', 'Nguyen Phuc', 'F', TO_DATE('1983-08-17','YYYY-MM-DD'), '0326410558', 'Phuong 12, Quan 9, Hai Phong', TO_DATE('2024-05-28','YYYY-MM-DD'), 12319350.11, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0782', 'Vu Thao', 'M', TO_DATE('1976-01-06','YYYY-MM-DD'), '0331161755', 'Phuong 3, Quan 8, Ho Chi Minh', TO_DATE('2011-07-07','YYYY-MM-DD'), 5444238.25, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0783', 'Le Vy', 'F', TO_DATE('1988-03-21','YYYY-MM-DD'), '0389852334', 'Phuong 16, Quan 1, Da Nang', TO_DATE('2024-08-06','YYYY-MM-DD'), 5863011.33, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0784', 'Tran Thao', 'F', TO_DATE('1996-09-20','YYYY-MM-DD'), '0397397320', 'Phuong 10, Quan 1, Ho Chi Minh', TO_DATE('2012-05-08','YYYY-MM-DD'), 11378745.52, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0785', 'Phan Minh', 'M', TO_DATE('1997-04-02','YYYY-MM-DD'), '0358980749', 'Phuong 6, Quan 5, Da Nang', TO_DATE('2021-06-10','YYYY-MM-DD'), 25899429.46, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0786', 'Le Nga', 'F', TO_DATE('1998-12-04','YYYY-MM-DD'), '0387184649', 'Phuong 1, Quan 4, Ho Chi Minh', TO_DATE('2018-06-15','YYYY-MM-DD'), 27391912.55, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0787', 'Pham Dung', 'M', TO_DATE('2001-04-22','YYYY-MM-DD'), '0916180853', 'Phuong 20, Quan 6, Hai Phong', TO_DATE('2010-05-12','YYYY-MM-DD'), 20405267.10, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0788', 'Pham Trang', 'F', TO_DATE('2001-07-11','YYYY-MM-DD'), '0365588378', 'Phuong 20, Quan 4, Hai Phong', TO_DATE('2019-05-19','YYYY-MM-DD'), 9706438.58, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0789', 'Vu Linh', 'M', TO_DATE('1985-04-19','YYYY-MM-DD'), '0397341437', 'Phuong 19, Quan 7, Da Lat', TO_DATE('2013-02-03','YYYY-MM-DD'), 10643913.75, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0790', 'Nguyen Giang', 'M', TO_DATE('2000-01-25','YYYY-MM-DD'), '0380241786', 'Phuong 7, Quan 5, Ho Chi Minh', TO_DATE('2013-01-15','YYYY-MM-DD'), 18341466.76, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0791', 'Nguyen Chau', 'F', TO_DATE('1966-12-10','YYYY-MM-DD'), '0371677535', 'Phuong 4, Quan 8, Ha Noi', TO_DATE('2011-07-21','YYYY-MM-DD'), 9519375.97, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0792', 'Dang Khanh', 'F', TO_DATE('1983-06-23','YYYY-MM-DD'), '0334209043', 'Phuong 13, Quan 8, Da Nang', TO_DATE('2015-08-26','YYYY-MM-DD'), 19852337.75, 'HR', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0793', 'Nguyen Nga', 'M', TO_DATE('1972-06-03','YYYY-MM-DD'), '0353120885', 'Phuong 12, Quan 4, Hai Phong', TO_DATE('2015-07-27','YYYY-MM-DD'), 11134687.04, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0794', 'Le Minh', 'F', TO_DATE('1982-06-07','YYYY-MM-DD'), '0355548835', 'Phuong 16, Quan 8, Nha Trang', TO_DATE('2014-07-13','YYYY-MM-DD'), 13908651.03, 'Sales Associate', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0795', 'Tran Tu', 'M', TO_DATE('1993-08-22','YYYY-MM-DD'), '0398538401', 'Phuong 6, Quan 11, Hai Phong', TO_DATE('2016-11-05','YYYY-MM-DD'), 23635483.15, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0796', 'Huynh Tuan', 'M', TO_DATE('2003-08-21','YYYY-MM-DD'), '0336849504', 'Phuong 19, Quan 5, Da Lat', TO_DATE('2014-05-16','YYYY-MM-DD'), 5034490.82, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0797', 'Phan Quynh', 'F', TO_DATE('1979-02-09','YYYY-MM-DD'), '0369052547', 'Phuong 3, Quan 6, Ha Noi', TO_DATE('2013-09-10','YYYY-MM-DD'), 13047896.94, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0798', 'Huynh Vy', 'M', TO_DATE('1967-03-25','YYYY-MM-DD'), '0913766135', 'Phuong 13, Quan 6, Ho Chi Minh', TO_DATE('2019-03-13','YYYY-MM-DD'), 14194645.38, 'Cleaner', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0799', 'Nguyen Linh', 'M', TO_DATE('1995-12-04','YYYY-MM-DD'), '0334252348', 'Phuong 11, Quan 7, Da Lat', TO_DATE('2024-04-14','YYYY-MM-DD'), 20019247.26, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0800', 'Dang Huy', 'M', TO_DATE('1969-06-25','YYYY-MM-DD'), '0390708842', 'Phuong 5, Quan 6, Hai Phong', TO_DATE('2021-03-03','YYYY-MM-DD'), 26174520.82, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0801', 'Dang Vy', 'M', TO_DATE('1967-10-23','YYYY-MM-DD'), '0347781546', 'Phuong 18, Quan 1, Ho Chi Minh', TO_DATE('2015-07-29','YYYY-MM-DD'), 23803972.06, 'HR', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0802', 'Tran Tuan', 'M', TO_DATE('2000-03-11','YYYY-MM-DD'), '0399695704', 'Phuong 15, Quan 4, Da Nang', TO_DATE('2022-01-06','YYYY-MM-DD'), 11545993.98, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0803', 'Nguyen Dung', 'F', TO_DATE('1987-08-07','YYYY-MM-DD'), '0352755067', 'Phuong 2, Quan 5, Ho Chi Minh', TO_DATE('2018-10-17','YYYY-MM-DD'), 20977842.19, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0804', 'Pham Vy', 'F', TO_DATE('1970-09-02','YYYY-MM-DD'), '0326032932', 'Phuong 18, Quan 1, Nha Trang', TO_DATE('2011-08-14','YYYY-MM-DD'), 15394101.79, 'Staff', 'store3');
